EnsemblID	Gene	Species	Gene Name
ENSG00000168066	SF1	Homo sapiens	splicing factor 1(SF1)
ENSG00000168067	MAP4K2	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 2(MAP4K2)
ENSG00000125733	TRIP10	Homo sapiens	thyroid hormone receptor interactor 10(TRIP10)
ENSG00000186715	MST1L	Homo sapiens	macrophage stimulating 1 like (pseudogene)(MST1L)
ENSG00000183688	RFLNB	Homo sapiens	refilin B(RFLNB)
ENSG00000154263	ABCA10	Homo sapiens	ATP binding cassette subfamily A member 10(ABCA10)
ENSG00000162769	FLVCR1	Homo sapiens	FLVCR choline and heme transporter 1(FLVCR1)
ENSG00000181045	SLC26A11	Homo sapiens	solute carrier family 26 member 11(SLC26A11)
ENSG00000168071	CCDC88B	Homo sapiens	coiled-coil domain containing 88B(CCDC88B)
ENSG00000198718	TOGARAM1	Homo sapiens	TOG array regulator of axonemal microtubules 1(TOGARAM1)
ENSG00000122678	POLM	Homo sapiens	DNA polymerase mu(POLM)
ENSG00000146648	EGFR	Homo sapiens	epidermal growth factor receptor(EGFR)
ENSG00000198719	DLL1	Homo sapiens	delta like canonical Notch ligand 1(DLL1)
ENSG00000174748	RPL15	Homo sapiens	ribosomal protein L15(RPL15)
ENSG00000168077	SCARA3	Homo sapiens	scavenger receptor class A member 3(SCARA3)
ENSG00000168078	PBK	Homo sapiens	PDZ binding kinase(PBK)
ENSG00000100445	SDR39U1	Homo sapiens	short chain dehydrogenase/reductase family 39U member 1(SDR39U1)
ENSG00000100441	KHNYN	Homo sapiens	KH and NYN domain containing(KHNYN)
ENSG00000134668	SPOCD1	Homo sapiens	SPOC domain containing 1(SPOCD1)
ENSG00000234072	GTF3C2-AS2	Homo sapiens	GTF3C2 antisense RNA 2(GTF3C2-AS2)
ENSG00000112414	ADGRG6	Homo sapiens	adhesion G protein-coupled receptor G6(ADGRG6)
ENSG00000165807	PPP1R36	Homo sapiens	protein phosphatase 1 regulatory subunit 36(PPP1R36)
ENSG00000132004	FBXW9	Homo sapiens	F-box and WD repeat domain containing 9(FBXW9)
ENSG00000173436	MICOS10	Homo sapiens	mitochondrial contact site and cristae organizing system subunit 10(MICOS10)
ENSG00000132003	ZSWIM4	Homo sapiens	zinc finger SWIM-type containing 4(ZSWIM4)
ENSG00000186732	MPPED1	Homo sapiens	metallophosphoesterase domain containing 1(MPPED1)
ENSG00000059728	MXD1	Homo sapiens	MAX dimerization protein 1(MXD1)
ENSG00000108395	TRIM37	Homo sapiens	tripartite motif containing 37(TRIM37)
ENSG00000185404	SP140L	Homo sapiens	SP140 nuclear body protein like(SP140L)
ENSG00000214485	RPL7P1	Homo sapiens	ribosomal protein L7 pseudogene 1(RPL7P1)
ENSG00000182378	PLCXD1	Homo sapiens	phosphatidylinositol specific phospholipase C X domain containing 1(PLCXD1)
ENSG00000135966	TGFBRAP1	Homo sapiens	transforming growth factor beta receptor associated protein 1(TGFBRAP1)
ENSG00000212694	LINC01089	Homo sapiens	long intergenic non-protein coding RNA 1089(LINC01089)
ENSG00000165819	METTL3	Homo sapiens	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit(METTL3)
ENSG00000154240	CEP112	Homo sapiens	centrosomal protein 112(CEP112)
ENSG00000174776	WDR49	Homo sapiens	WD repeat domain 49(WDR49)
ENSG00000168096	ANKS3	Homo sapiens	ankyrin repeat and sterile alpha motif domain containing 3(ANKS3)
ENSG00000172116	CD8B	Homo sapiens	CD8 subunit beta(CD8B)
ENSG00000203747	FCGR3A	Homo sapiens	Fc gamma receptor IIIa(FCGR3A)
ENSG00000143595	AQP10	Homo sapiens	aquaporin 10(AQP10)
ENSG00000165821	SALL2	Homo sapiens	spalt like transcription factor 2(SALL2)
ENSG00000185418	TARS3	Homo sapiens	threonyl-tRNA synthetase 3(TARS3)
ENSG00000135976	ANKRD36	Homo sapiens	ankyrin repeat domain 36(ANKRD36)
ENSG00000133318	RTN3	Homo sapiens	reticulon 3(RTN3)
ENSG00000129295	DNAAF11	Homo sapiens	dynein axonemal assembly factor 11(DNAAF11)
ENSG00000119013	NDUFB3	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)
ENSG00000133313	CNDP2	Homo sapiens	carnosine dipeptidase 2(CNDP2)
ENSG00000198729	PPP1R14C	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14C(PPP1R14C)
ENSG00000198728	LDB1	Homo sapiens	LIM domain binding 1(LDB1)
ENSG00000203734	ECT2L	Homo sapiens	epithelial cell transforming 2 like(ECT2L)
ENSG00000224699	LAMTOR5-AS1	Homo sapiens	LAMTOR5 and SLC16A4 antisense RNA 1(LAMTOR5-AS1)
ENSG00000185420	SMYD3	Homo sapiens	SET and MYND domain containing 3(SMYD3)
ENSG00000117281	CD160	Homo sapiens	CD160 molecule(CD160)
ENSG00000160145	KALRN	Homo sapiens	kalirin RhoGEF kinase(KALRN)
ENSG00000256294	ZNF225	Homo sapiens	zinc finger protein 225(ZNF225)
ENSG00000174796	THAP6	Homo sapiens	THAP domain containing 6(THAP6)
ENSG00000135940	COX5B	Homo sapiens	cytochrome c oxidase subunit 5B(COX5B)
ENSG00000130254	SAFB2	Homo sapiens	scaffold attachment factor B2(SAFB2)
ENSG00000130255	RPL36	Homo sapiens	ribosomal protein L36(RPL36)
ENSG00000222046	DCDC2B	Homo sapiens	doublecortin domain containing 2B(DCDC2B)
ENSG00000134627	PIWIL4	Homo sapiens	piwi like RNA-mediated gene silencing 4(PIWIL4)
ENSG00000131591	C1orf159	Homo sapiens	chromosome 1 open reading frame 159(C1orf159)
ENSG00000213999	MEF2B	Homo sapiens	myocyte enhancer factor 2B(MEF2B)
ENSG00000213999	BORCS8-MEF2B	Homo sapiens	BORCS8-MEF2B readthrough(BORCS8-MEF2B)
ENSG00000198755	RPL10A	Homo sapiens	ribosomal protein L10a(RPL10A)
ENSG00000135951	TSGA10	Homo sapiens	testis specific 10(TSGA10)
ENSG00000142233	NTN5	Homo sapiens	netrin 5(NTN5)
ENSG00000123975	CKS2	Homo sapiens	CDC28 protein kinase regulatory subunit 2(CKS2)
ENSG00000109680	TBC1D19	Homo sapiens	TBC1 domain family member 19(TBC1D19)
ENSG00000123977	DAW1	Homo sapiens	dynein assembly factor with WD repeats 1(DAW1)
ENSG00000013561	RNF14	Homo sapiens	ring finger protein 14(RNF14)
ENSG00000184113	CLDN5	Homo sapiens	claudin 5(CLDN5)
ENSG00000122642	FKBP9	Homo sapiens	FKBP prolyl isomerase 9(FKBP9)
ENSG00000121310	ECHDC2	Homo sapiens	enoyl-CoA hydratase domain containing 2(ECHDC2)
ENSG00000109685	NSD2	Homo sapiens	nuclear receptor binding SET domain protein 2(NSD2)
ENSG00000258890	CEP95	Homo sapiens	centrosomal protein 95(CEP95)
ENSG00000072786	STK10	Homo sapiens	serine/threonine kinase 10(STK10)
ENSG00000105278	ZFR2	Homo sapiens	zinc finger RNA binding protein 2(ZFR2)
ENSG00000155530	LRGUK	Homo sapiens	leucine rich repeats and guanylate kinase domain containing(LRGUK)
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	Homo sapiens	ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene(ARHGAP27P1-BPTFP1-KPNA2P3)
ENSG00000196123	MATCAP1	Homo sapiens	microtubule associated tyrosine carboxypeptidase 1(MATCAP1)
ENSG00000135925	WNT10A	Homo sapiens	Wnt family member 10A(WNT10A)
ENSG00000196126	HLA-DRB1	Homo sapiens	major histocompatibility complex, class II, DR beta 1(HLA-DRB1)
ENSG00000245573	BDNF-AS	Homo sapiens	BDNF antisense RNA(BDNF-AS)
ENSG00000185477	GPRIN3	Homo sapiens	GPRIN family member 3(GPRIN3)
ENSG00000142227	EMP3	Homo sapiens	epithelial membrane protein 3 (MAM blood group)(EMP3)
ENSG00000152495	CAMK4	Homo sapiens	calcium/calmodulin dependent protein kinase IV(CAMK4)
ENSG00000156853	ZNF689	Homo sapiens	zinc finger protein 689(ZNF689)
ENSG00000172164	SNTB1	Homo sapiens	syntrophin beta 1(SNTB1)
ENSG00000198771	RCSD1	Homo sapiens	RCSD domain containing 1(RCSD1)
ENSG00000177853	ZNF518A	Homo sapiens	zinc finger protein 518A(ZNF518A)
ENSG00000135931	ARMC9	Homo sapiens	armadillo repeat containing 9(ARMC9)
ENSG00000084764	MAPRE3	Homo sapiens	microtubule associated protein RP/EB family member 3(MAPRE3)
ENSG00000203778	FAM229B	Homo sapiens	family with sequence similarity 229 member B(FAM229B)
ENSG00000143546	S100A8	Homo sapiens	S100 calcium binding protein A8(S100A8)
ENSG00000164542	MATCAP2	Homo sapiens	microtubule associated tyrosine carboxypeptidase 2(MATCAP2)
ENSG00000224652	LINC00885	Homo sapiens	long intergenic non-protein coding RNA 885(LINC00885)
ENSG00000160185	UBASH3A	Homo sapiens	ubiquitin associated and SH3 domain containing A(UBASH3A)
ENSG00000160183	TMPRSS3	Homo sapiens	transmembrane serine protease 3(TMPRSS3)
ENSG00000164548	TRA2A	Homo sapiens	transformer 2 alpha homolog(TRA2A)
ENSG00000160188	RSPH1	Homo sapiens	radial spoke head component 1(RSPH1)
ENSG00000163219	ARHGAP25	Homo sapiens	Rho GTPase activating protein 25(ARHGAP25)
ENSG00000163214	DHX57	Homo sapiens	DExH-box helicase 57(DHX57)
ENSG00000256223	ZNF10	Homo sapiens	zinc finger protein 10(ZNF10)
ENSG00000197471	SPN	Homo sapiens	sialophorin(SPN)
ENSG00000135905	DOCK10	Homo sapiens	dedicator of cytokinesis 10(DOCK10)
ENSG00000049541	RFC2	Homo sapiens	replication factor C subunit 2(RFC2)
ENSG00000214413	BBIP1	Homo sapiens	BBSome interacting protein 1(BBIP1)
ENSG00000203760	CENPW	Homo sapiens	centromere protein W(CENPW)
ENSG00000224660	SH3BP5-AS1	Homo sapiens	SH3BP5 antisense RNA 1(SH3BP5-AS1)
ENSG00000138175	ARL3	Homo sapiens	ARF like GTPase 3(ARL3)
ENSG00000163220	S100A9	Homo sapiens	S100 calcium binding protein A9(S100A9)
ENSG00000160191	PDE9A	Homo sapiens	phosphodiesterase 9A(PDE9A)
ENSG00000160190	SLC37A1	Homo sapiens	solute carrier family 37 member 1(SLC37A1)
ENSG00000143537	ADAM15	Homo sapiens	ADAM metallopeptidase domain 15(ADAM15)
ENSG00000120899	PTK2B	Homo sapiens	protein tyrosine kinase 2 beta(PTK2B)
ENSG00000049540	ELN	Homo sapiens	elastin(ELN)
ENSG00000188523	CFAP77	Homo sapiens	cilia and flagella associated protein 77(CFAP77)
ENSG00000188529	SRSF10	Homo sapiens	serine and arginine rich splicing factor 10(SRSF10)
ENSG00000066084	DIP2B	Homo sapiens	disco interacting protein 2 homolog B(DIP2B)
ENSG00000129226	CD68	Homo sapiens	CD68 molecule(CD68)
ENSG00000069122	ADGRF5	Homo sapiens	adhesion G protein-coupled receptor F5(ADGRF5)
ENSG00000197461	PDGFA	Homo sapiens	platelet derived growth factor subunit A(PDGFA)
ENSG00000168918	INPP5D	Homo sapiens	inositol polyphosphate-5-phosphatase D(INPP5D)
ENSG00000237988	OR2I1	Homo sapiens	olfactory receptor family 2 subfamily I member 1 (gene/pseudogene)(OR2I1)
ENSG00000175216	CKAP5	Homo sapiens	cytoskeleton associated protein 5(CKAP5)
ENSG00000197467	COL13A1	Homo sapiens	collagen type XIII alpha 1 chain(COL13A1)
ENSG00000198799	LRIG2	Homo sapiens	leucine rich repeats and immunoglobulin like domains 2(LRIG2)
ENSG00000111961	SASH1	Homo sapiens	SAM and SH3 domain containing 1(SASH1)
ENSG00000196139	AKR1C3	Homo sapiens	aldo-keto reductase family 1 member C3(AKR1C3)
ENSG00000185480	PARPBP	Homo sapiens	PARP1 binding protein(PARPBP)
ENSG00000223343	LOC124909376	Homo sapiens	uncharacterized LOC124909376(LOC124909376)
ENSG00000144857	BOC	Homo sapiens	BOC cell adhesion associated, oncogene regulated(BOC)
ENSG00000184154	LRRC51	Homo sapiens	leucine rich repeat containing 51(LRRC51)
ENSG00000138180	CEP55	Homo sapiens	centrosomal protein 55(CEP55)
ENSG00000152583	SPARCL1	Homo sapiens	SPARC like 1(SPARCL1)
ENSG00000152582	SPEF2	Homo sapiens	sperm flagellar 2(SPEF2)
ENSG00000130312	MRPL34	Homo sapiens	mitochondrial ribosomal protein L34(MRPL34)
ENSG00000110700	RPS13	Homo sapiens	ribosomal protein S13(RPS13)
ENSG00000245532	NEAT1	Homo sapiens	nuclear paraspeckle assembly transcript 1(NEAT1)
ENSG00000176435	CLEC14A	Homo sapiens	C-type lectin domain containing 14A(CLEC14A)
ENSG00000143633	FSAF1	Homo sapiens	40S small subunit processome assembly factor 1(FSAF1)
ENSG00000184060	ADAP2	Homo sapiens	ArfGAP with dual PH domains 2(ADAP2)
ENSG00000116001	TIA1	Homo sapiens	TIA1 cytotoxic granule associated RNA binding protein(TIA1)
ENSG00000168818	STX18	Homo sapiens	syntaxin 18(STX18)
ENSG00000163125	RPRD2	Homo sapiens	regulation of nuclear pre-mRNA domain containing 2(RPRD2)
ENSG00000143630	HCN3	Homo sapiens	hyperpolarization activated cyclic nucleotide gated potassium channel 3(HCN3)
ENSG00000188428	BLOC1S5	Homo sapiens	biogenesis of lysosomal organelles complex 1 subunit 5(BLOC1S5)
ENSG00000172081	MOB3A	Homo sapiens	MOB kinase activator 3A(MOB3A)
ENSG00000128000	ZNF780B	Homo sapiens	zinc finger protein 780B(ZNF780B)
ENSG00000069188	SDK2	Homo sapiens	sidekick cell adhesion molecule 2(SDK2)
ENSG00000176444	CLK2	Homo sapiens	CDC like kinase 2(CLK2)
ENSG00000213937	CLDN9	Homo sapiens	claudin 9(CLDN9)
ENSG00000143621	ILF2	Homo sapiens	interleukin enhancer binding factor 2(ILF2)
ENSG00000164465	DCBLD1	Homo sapiens	discoidin, CUB and LCCL domain containing 1(DCBLD1)
ENSG00000165792	METTL17	Homo sapiens	methyltransferase like 17(METTL17)
ENSG00000257511	LOC100420981	Homo sapiens	nucleosome assembly protein 1 like 1 pseudogene(LOC100420981)
ENSG00000163138	PACRGL	Homo sapiens	parkin coregulated like(PACRGL)
ENSG00000132952	USPL1	Homo sapiens	ubiquitin specific peptidase like 1(USPL1)
ENSG00000108405	P2RX1	Homo sapiens	purinergic receptor P2X 1(P2RX1)
ENSG00000110721	CHKA	Homo sapiens	choline kinase alpha(CHKA)
ENSG00000108406	DHX40	Homo sapiens	DEAH-box helicase 40(DHX40)
ENSG00000213928	IRF9	Homo sapiens	interferon regulatory factor 9(IRF9)
ENSG00000153896	ZNF599	Homo sapiens	zinc finger protein 599(ZNF599)
ENSG00000225950	NTF4	Homo sapiens	neurotrophin 4(NTF4)
ENSG00000105371	ICAM4	Homo sapiens	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)(ICAM4)
ENSG00000187116	LILRA5	Homo sapiens	leukocyte immunoglobulin like receptor A5(LILRA5)
ENSG00000105372	RPS19	Homo sapiens	ribosomal protein S19(RPS19)
ENSG00000105373	NOP53	Homo sapiens	NOP53 ribosome biogenesis factor(NOP53)
ENSG00000075826	SEC31B	Homo sapiens	SEC31 homolog B, COPII coat complex component(SEC31B)
ENSG00000105376	ICAM5	Homo sapiens	intercellular adhesion molecule 5(ICAM5)
ENSG00000130300	PLVAP	Homo sapiens	plasmalemma vesicle associated protein(PLVAP)
ENSG00000271816	BMS1P4	Homo sapiens	BMS1 pseudogene 4(BMS1P4)
ENSG00000132965	ALOX5AP	Homo sapiens	arachidonate 5-lipoxygenase activating protein(ALOX5AP)
ENSG00000130303	BST2	Homo sapiens	bone marrow stromal cell antigen 2(BST2)
ENSG00000159189	C1QC	Homo sapiens	complement C1q C chain(C1QC)
ENSG00000220201	ZGLP1	Homo sapiens	zinc finger GATA like protein 1(ZGLP1)
ENSG00000116017	ARID3A	Homo sapiens	AT-rich interaction domain 3A(ARID3A)
ENSG00000213918	DNASE1	Homo sapiens	deoxyribonuclease 1(DNASE1)
ENSG00000116016	EPAS1	Homo sapiens	endothelial PAS domain protein 1(EPAS1)
ENSG00000153885	KCTD15	Homo sapiens	potassium channel tetramerization domain containing 15(KCTD15)
ENSG00000163154	TNFAIP8L2	Homo sapiens	TNF alpha induced protein 8 like 2(TNFAIP8L2)
ENSG00000184076	UQCR10	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)
ENSG00000164488	DACT2	Homo sapiens	dishevelled binding antagonist of beta catenin 2(DACT2)
ENSG00000167513	CDT1	Homo sapiens	chromatin licensing and DNA replication factor 1(CDT1)
ENSG00000197380	DACT3	Homo sapiens	dishevelled binding antagonist of beta catenin 3(DACT3)
ENSG00000213983	AP1G2	Homo sapiens	adaptor related protein complex 1 subunit gamma 2(AP1G2)
ENSG00000127585	FBXL16	Homo sapiens	F-box and leucine rich repeat protein 16(FBXL16)
ENSG00000167523	SPATA33	Homo sapiens	spermatogenesis associated 33(SPATA33)
ENSG00000119969	HELLS	Homo sapiens	helicase, lymphoid specific(HELLS)
ENSG00000163162	RNF149	Homo sapiens	ring finger protein 149(RNF149)
ENSG00000187134	AKR1C1	Homo sapiens	aldo-keto reductase family 1 member C1(AKR1C1)
ENSG00000062582	MRPS24	Homo sapiens	mitochondrial ribosomal protein S24(MRPS24)
ENSG00000054967	RELT	Homo sapiens	RELT TNF receptor(RELT)
ENSG00000167526	RPL13	Homo sapiens	ribosomal protein L13(RPL13)
ENSG00000127586	CHTF18	Homo sapiens	chromosome transmission fidelity factor 18(CHTF18)
ENSG00000167524	RSKR	Homo sapiens	ribosomal protein S6 kinase related(RSKR)
ENSG00000102287	GABRE	Homo sapiens	gamma-aminobutyric acid type A receptor subunit epsilon(GABRE)
ENSG00000203705	TATDN3	Homo sapiens	TatD DNase domain containing 3(TATDN3)
ENSG00000054965	FAM168A	Homo sapiens	family with sequence similarity 168 member A(FAM168A)
ENSG00000140564	FURIN	Homo sapiens	furin, paired basic amino acid cleaving enzyme(FURIN)
ENSG00000002549	LAP3	Homo sapiens	leucine aminopeptidase 3(LAP3)
ENSG00000126262	FFAR2	Homo sapiens	free fatty acid receptor 2(FFAR2)
ENSG00000196074	SYCP2	Homo sapiens	synaptonemal complex protein 2(SYCP2)
ENSG00000147180	ZNF711	Homo sapiens	zinc finger protein 711(ZNF711)
ENSG00000126264	HCST	Homo sapiens	hematopoietic cell signal transducer(HCST)
ENSG00000106635	BCL7B	Homo sapiens	BAF chromatin remodeling complex subunit BCL7B(BCL7B)
ENSG00000176485	PLAAT3	Homo sapiens	phospholipase A and acyltransferase 3(PLAAT3)
ENSG00000188452	CERKL	Homo sapiens	CERK like autophagy regulator(CERKL)
ENSG00000139574	NPFF	Homo sapiens	neuropeptide FF-amide peptide precursor(NPFF)
ENSG00000159164	SV2A	Homo sapiens	synaptic vesicle glycoprotein 2A(SV2A)
ENSG00000187122	SLIT1	Homo sapiens	slit guidance ligand 1(SLIT1)
ENSG00000234851	RPL23AP42	Homo sapiens	ribosomal protein L23a pseudogene 42(RPL23AP42)
ENSG00000126267	COX6B1	Homo sapiens	cytochrome c oxidase subunit 6B1(COX6B1)
ENSG00000128891	CCDC32	Homo sapiens	coiled-coil domain containing 32(CCDC32)
ENSG00000105339	DENND3	Homo sapiens	DENN domain containing 3(DENND3)
ENSG00000147174	GCNA	Homo sapiens	germ cell nuclear acidic peptidase(GCNA)
ENSG00000152527	PLEKHH2	Homo sapiens	pleckstrin homology, MyTH4 and FERM domain containing H2(PLEKHH2)
ENSG00000152520	PAN3	Homo sapiens	poly(A) specific ribonuclease subunit PAN3(PAN3)
ENSG00000258839	MC1R	Homo sapiens	melanocortin 1 receptor(MC1R)
ENSG00000168876	ANKRD49	Homo sapiens	ankyrin repeat domain 49(ANKRD49)
ENSG00000188486	H2AX	Homo sapiens	H2A.X variant histone(H2AX)
ENSG00000180509	KCNE1	Homo sapiens	potassium voltage-gated channel subfamily E regulatory subunit 1(KCNE1)
ENSG00000254473	UBQLN1-AS1	Homo sapiens	UBQLN1 antisense RNA 1(UBQLN1-AS1)
ENSG00000127564	PKMYT1	Homo sapiens	protein kinase, membrane associated tyrosine/threonine 1(PKMYT1)
ENSG00000167549	CORO6	Homo sapiens	coronin 6(CORO6)
ENSG00000181852	RNF41	Homo sapiens	ring finger protein 41(RNF41)
ENSG00000147162	OGT	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase(OGT)
ENSG00000140527	WDR93	Homo sapiens	WD repeat domain 93(WDR93)
ENSG00000075884	ARHGAP15	Homo sapiens	Rho GTPase activating protein 15(ARHGAP15)
ENSG00000105329	TGFB1	Homo sapiens	transforming growth factor beta 1(TGFB1)
ENSG00000168887	C2orf68	Homo sapiens	chromosome 2 open reading frame 68(C2orf68)
ENSG00000168884	TNIP2	Homo sapiens	TNFAIP3 interacting protein 2(TNIP2)
ENSG00000159140	SON	Homo sapiens	SON DNA and RNA binding protein(SON)
ENSG00000114270	COL7A1	Homo sapiens	collagen type VII alpha 1 chain(COL7A1)
ENSG00000168883	USP39	Homo sapiens	ubiquitin specific peptidase 39(USP39)
ENSG00000167552	TUBA1A	Homo sapiens	tubulin alpha 1a(TUBA1A)
ENSG00000167550	RHEBL1	Homo sapiens	RHEB like 1(RHEBL1)
ENSG00000147168	IL2RG	Homo sapiens	interleukin 2 receptor subunit gamma(IL2RG)
ENSG00000078900	TP73	Homo sapiens	tumor protein p73(TP73)
ENSG00000196090	PTPRT	Homo sapiens	protein tyrosine phosphatase receptor type T(PTPRT)
ENSG00000126246	IGFLR1	Homo sapiens	IGF like family receptor 1(IGFLR1)
ENSG00000051009	FHIP1B	Homo sapiens	FHF complex subunit HOOK interacting protein 1B(FHIP1B)
ENSG00000128872	TMOD2	Homo sapiens	tropomodulin 2(TMOD2)
ENSG00000127540	UQCR11	Homo sapiens	ubiquinol-cytochrome c reductase, complex III subunit XI(UQCR11)
ENSG00000152503	TRIM36	Homo sapiens	tripartite motif containing 36(TRIM36)
ENSG00000168890	TMEM150A	Homo sapiens	transmembrane protein 150A(TMEM150A)
ENSG00000106608	URGCP	Homo sapiens	upregulator of cell proliferation(URGCP)
ENSG00000116885	OSCP1	Homo sapiens	organic solute carrier partner 1(OSCP1)
ENSG00000153832	FBXO36	Homo sapiens	F-box protein 36(FBXO36)
ENSG00000167566	NCKAP5L	Homo sapiens	NCK associated protein 5 like(NCKAP5L)
ENSG00000136490	LIMD2	Homo sapiens	LIM domain containing 2(LIMD2)
ENSG00000254413	CHKB-CPT1B	Homo sapiens	CHKB-CPT1B readthrough (NMD candidate)(CHKB-CPT1B)
ENSG00000135164	DMTF1	Homo sapiens	cyclin D binding myb like transcription factor 1(DMTF1)
ENSG00000136492	BRIP1	Homo sapiens	BRCA1 interacting DNA helicase 1(BRIP1)
ENSG00000140525	FANCI	Homo sapiens	FA complementation group I(FANCI)
ENSG00000085265	FCN1	Homo sapiens	ficolin 1(FCN1)
ENSG00000126217	MCF2L	Homo sapiens	MCF.2 cell line derived transforming sequence like(MCF2L)
ENSG00000250056	LINC01018	Homo sapiens	long intergenic non-protein coding RNA 1018(LINC01018)
ENSG00000102230	PCYT1B	Homo sapiens	phosphate cytidylyltransferase 1B, choline(PCYT1B)
ENSG00000104894	CD37	Homo sapiens	CD37 molecule(CD37)
ENSG00000160932	LY6E	Homo sapiens	lymphocyte antigen 6 family member E(LY6E)
ENSG00000128881	TTBK2	Homo sapiens	tau tubulin kinase 2(TTBK2)
ENSG00000147140	NONO	Homo sapiens	non-POU domain containing octamer binding(NONO)
ENSG00000178222	RNF212	Homo sapiens	ring finger protein 212(RNF212)
ENSG00000139537	CCDC65	Homo sapiens	coiled-coil domain containing 65(CCDC65)
ENSG00000073282	TP63	Homo sapiens	tumor protein p63(TP63)
ENSG00000166246	DNAAF8	Homo sapiens	dynein axonemal assembly factor 8(DNAAF8)
ENSG00000231789	PIK3CD-AS2	Homo sapiens	PIK3CD antisense RNA 2(PIK3CD-AS2)
ENSG00000204149	AGAP6	Homo sapiens	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6(AGAP6)
ENSG00000103569	AQP9	Homo sapiens	aquaporin 9(AQP9)
ENSG00000124491	F13A1	Homo sapiens	coagulation factor XIII A chain(F13A1)
ENSG00000106624	AEBP1	Homo sapiens	AE binding protein 1(AEBP1)
ENSG00000184916	JAG2	Homo sapiens	jagged canonical Notch ligand 2(JAG2)
ENSG00000160949	TONSL	Homo sapiens	tonsoku like, DNA repair protein(TONSL)
ENSG00000107957	SH3PXD2A	Homo sapiens	SH3 and PX domains 2A(SH3PXD2A)
ENSG00000064300	NGFR	Homo sapiens	nerve growth factor receptor(NGFR)
ENSG00000074582	BCS1L	Homo sapiens	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone(BCS1L)
ENSG00000187193	MT1X	Homo sapiens	metallothionein 1X(MT1X)
